Variable;Region;Energy carrier;Unit;Year;value
Transport Energy Demand;LAM;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2019;8,52747882692000e-02
Transport Energy Demand;EUR;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;EUR;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2019;4,77334970192000e-02
Transport Energy Demand;SSA;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;SSA;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2019;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;MEA;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2019;2,91836825192000e-01
Transport Energy Demand;NEE;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;NEE;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2019;9,27035516242000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2020;5,40474922806000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;CHN;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2019;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;IND;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2019;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;SEA;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2019;6,79480384615000e-03
Transport Energy Demand;OPA;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;OPA;coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2019;2,16166040053000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2020;2,06431033935000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2021;2,50616268478000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2022;2,61102460709000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2023;2,71130850722000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2024;2,82895285717000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2025;2,95032208350000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2026;3,06125779155000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2027;3,16873172704000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2028;3,25612913935000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2029;3,31240513854000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2030;3,33094679221000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2031;3,32298647306000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2032;3,29081269532000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2033;3,22989272700000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2034;3,15119999208000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2035;3,06633419164000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2036;2,97509360690000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2037;2,87465599676000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2038;2,76978430805000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2039;2,67361985941000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2040;2,58328894634000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2041;2,48572342121000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2042;2,38654711673000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2043;2,28894863815000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2044;2,19524695355000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2045;2,10474310990000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2046;2,01784919153000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2047;1,92603343023000e+03
Transport Energy Demand;"NAM";bioenergy;PJ/yr;2048;1,84249310059000e+03
